date,id,windspeed,winddirection,airtemp,humidity,rainfall,shortwave,longwave,pressure,surfacetemp,subsurfacetemp,salinity,waterpressure,current
2016-01-29 20:17:04,31,12.1,279,36.2,57,1.62,1666.51,296.43,828.6,5.98,25.17,16.51,18.96,0.84
2017-07-12 23:17:48,90,13.87,215,27.5,69,46.33,455.14,165.22,927.6,33.83,31.75,32.79,74.47,0.58
2016-08-02 09:36:05,78,18.6,184,37.8,67,19.87,1628.5,774.64,1151.0,12.76,8.74,38.78,73.57,0.22
2010-05-17 11:21:11,20,6.57,51,15.5,57,38.44,693.18,75.2,981.2,2.99,-6.6,34.71,149.67,0.68
2014-07-28 04:47:59,9,10.41,160,16.1,64,48.2,278.18,440.8,1034.3,-3.72,4.3,32.3,17.6,0.38
2014-07-23 11:24:55,44,2.88,221,-6.9,58,15.78,107.4,169.66,1052.9,39.0,0.75,33.93,90.48,0.18
2017-09-14 15:49:11,100,11.1,336,33.2,66,34.53,257.7,308.35,993.5,29.61,12.75,4.45,50.25,0.15
2012-07-31 21:34:50,46,15.33,287,-6.1,63,18.94,1692.15,982.7,1160.6,6.1,-3.69,35.14,4.67,0.27
2014-07-06 04:49:59,92,18.13,57,-6.8,66,48.6,1087.76,500.66,1113.6,39.2,23.84,4.2,129.15,0.56
2010-06-03 17:47:09,83,12.83,282,21.4,66,7.86,1645.66,586.99,1196.4,18.72,24.75,20.11,96.18,0.15
2008-08-20 22:20:53,15,0.63,76,23.3,68,42.51,1909.18,407.38,951.9,23.17,34.65,14.97,46.7,0.6
2015-02-10 13:34:17,42,6.4,89,39.3,61,15.22,645.93,481.99,871.0,35.71,7.46,17.77,3.11,0.97
2014-11-16 23:40:22,39,6.61,142,23.3,61,8.44,1588.82,595.67,1116.9,11.97,4.61,24.59,69.16,0.59
2014-05-08 03:10:00,26,3.65,308,-6.6,59,46.57,1524.64,922.84,951.6,7.8,29.62,23.3,80.59,0.28
2017-08-29 17:59:45,34,10.57,182,18.1,64,39.33,212.81,550.75,766.7,26.94,11.77,39.75,149.63,0.83
2014-06-19 21:31:56,91,17.42,203,17.6,61,21.92,1595.63,256.57,1134.6,23.23,24.11,8.67,0.24,0.77
2010-05-07 17:16:10,32,10.81,84,-3.8,63,10.7,1146.65,695.72,1133.2,12.98,-2.47,17.44,39.84,0.8
2015-05-14 20:44:27,26,5.91,11,-6.2,68,16.69,35.12,747.41,1098.4,9.98,32.63,5.18,138.23,0.9
2012-02-15 06:17:20,19,1.12,326,18.9,58,6.85,1372.77,865.94,748.3,35.11,16.2,17.44,149.56,0.8
2011-02-01 14:51:41,33,0.98,98,26.3,67,10.79,1553.59,28.54,1143.4,27.15,17.9,0.95,19.72,0.78
2017-09-24 06:11:04,31,4.74,183,-6.5,68,28.97,1622.0,141.99,1085.2,22.28,18.76,23.92,12.4,0.63
2013-07-28 06:31:30,18,0.56,13,23.3,62,46.56,321.7,282.98,715.2,-9.24,16.36,27.13,77.54,0.98
2008-03-17 16:37:38,5,19.11,243,29.7,70,0.57,200.91,993.63,1145.7,1.36,34.39,36.89,75.6,0.48
2017-07-11 01:27:24,16,13.56,280,-5.5,68,22.16,713.32,99.18,1000.5,8.96,5.95,7.48,77.52,0.31
2012-05-03 12:38:30,5,13.41,151,19.0,67,5.87,1577.47,188.98,737.0,14.36,-3.16,3.31,13.73,0.6
2008-11-26 07:22:47,20,10.8,278,23.8,68,48.33,1745.86,350.6,921.1,29.48,25.69,15.91,113.88,0.72
2015-03-13 14:20:37,83,13.77,152,18.3,61,9.43,846.69,521.33,829.9,-5.63,26.24,7.27,68.81,0.4
2012-12-02 06:54:37,41,8.91,233,-4.7,64,28.6,1599.63,195.67,1016.7,15.71,24.61,17.63,121.19,0.48
2009-12-14 06:03:36,36,6.39,318,18.3,57,32.97,744.31,154.26,898.8,4.57,39.59,19.49,96.27,0.96
2008-01-09 05:08:01,99,9.27,46,-1.9,65,33.25,1857.52,776.27,1070.3,8.51,31.46,39.87,185.75,0.61
2013-07-26 00:29:13,4,1.41,344,24.1,61,45.89,1843.43,436.52,765.2,33.4,30.55,21.16,195.52,0.49
2015-12-02 19:22:26,14,1.23,25,25.8,60,36.3,1008.3,842.79,1031.6,-3.8,36.88,21.16,149.5,0.43
2011-09-18 10:44:06,89,16.73,268,17.8,63,36.75,1503.3,252.43,1153.8,29.12,-1.5,38.33,129.65,0.64
2011-01-09 07:11:38,17,16.8,261,16.7,60,45.75,1660.97,333.28,943.2,18.31,4.38,22.9,170.49,0.4
2011-08-23 22:11:11,9,19.74,143,18.6,67,5.11,654.1,114.87,1097.8,21.4,4.7,21.17,96.35,0.95
2013-08-09 08:56:12,13,11.9,246,-5.0,63,3.44,886.72,899.81,903.7,13.16,24.72,10.57,136.11,0.94
2014-05-22 21:46:19,47,4.47,99,17.5,66,3.16,455.5,762.31,1012.7,-3.24,7.21,17.24,59.38,0.94
2009-01-28 19:27:31,21,13.79,62,20.6,58,25.22,131.18,975.83,945.5,30.87,18.43,5.82,93.34,0.29
2008-10-19 21:19:54,49,4.28,40,-6.1,62,47.23,1732.1,43.69,1084.7,38.13,6.32,14.89,155.56,0.63
2014-08-21 23:29:13,27,11.71,99,-3.6,68,15.31,1806.3,862.44,1114.2,29.22,16.28,5.69,99.3,0.58
2012-06-24 17:32:24,42,18.61,19,14.1,68,35.7,199.0,838.55,1041.1,-6.5,39.23,13.76,27.46,0.61
2013-04-06 14:13:32,63,18.57,201,20.4,61,6.43,718.17,969.44,1065.8,13.18,28.75,16.52,15.17,0.1
2008-02-11 10:43:15,1,19.44,171,32.3,58,14.55,1685.65,121.54,892.7,-3.44,36.42,16.84,141.66,0.93
2010-06-04 17:25:42,61,8.47,285,-4.4,56,0.6,906.47,712.94,1044.4,16.24,-2.13,35.1,113.1,0.85
2011-03-28 07:55:57,13,3.75,167,-4.7,66,26.25,1901.66,597.65,1038.8,35.26,19.74,26.46,54.2,0.61
2012-08-18 11:08:48,13,11.92,9,-6.1,70,32.67,1077.7,325.1,805.5,-4.29,11.94,32.77,75.86,0.76
2010-06-02 23:36:49,100,4.4,114,23.0,70,10.67,1003.56,661.92,959.2,3.17,-1.89,28.95,92.72,0.88
2014-08-23 11:33:06,20,8.5,296,-2.1,69,28.99,521.74,746.65,1074.1,18.54,4.79,4.29,118.2,0.42
2014-12-01 03:32:50,23,7.4,120,-4.4,56,33.6,894.91,535.57,1111.6,-9.84,24.59,35.41,76.11,0.84
2016-03-13 06:25:14,87,8.2,276,24.5,56,45.41,1043.61,476.74,1070.5,13.97,27.34,0.54,78.2,0.31
2015-04-23 00:38:17,43,6.21,337,-1.4,68,13.46,403.48,57.6,1157.3,3.95,36.99,34.13,178.37,0.4
2011-04-26 06:26:02,10,8.29,324,10.5,57,25.66,903.66,314.84,781.4,-4.49,35.4,17.83,26.91,0.21
2008-06-27 02:12:22,100,18.45,129,-3.1,63,44.2,1862.95,333.23,1110.3,25.18,-8.74,32.13,127.45,0.42
2014-05-27 17:15:49,39,8.19,269,-2.7,70,39.14,1276.45,125.86,718.2,7.37,3.4,25.46,136.33,0.7
2012-12-23 23:18:20,83,18.42,350,22.3,63,16.65,1231.79,253.6,788.6,9.28,36.35,4.73,9.8,0.93
2014-09-01 12:51:33,66,12.3,303,19.4,63,3.47,836.43,65.5,1026.4,21.94,15.16,36.46,155.5,0.67
2008-11-17 04:22:30,67,6.9,276,23.2,62,13.56,1713.26,801.7,721.1,-2.76,26.54,22.25,100.8,0.2
2017-08-05 17:12:22,24,19.98,230,29.1,68,49.56,171.72,3.2,820.5,23.9,37.4,4.86,150.22,0.2
2012-06-15 15:01:57,84,6.33,258,21.9,59,21.68,1438.4,575.99,1115.6,27.65,2.65,1.0,49.29,0.15
2015-06-23 08:28:45,2,15.66,23,-6.4,61,37.24,1739.83,-52.69,1053.9,-2.44,38.5,7.22,86.76,0.36
2016-12-29 18:37:42,45,18.79,343,24.3,56,11.21,1645.11,963.85,848.7,24.71,4.9,22.22,48.5,0.94
2011-06-11 04:44:45,50,16.93,5,17.0,60,6.75,220.78,317.62,797.6,17.63,14.67,0.38,104.27,0.3
2009-08-22 23:39:08,68,14.33,61,-1.8,58,22.33,1626.4,758.69,1032.8,23.32,0.31,22.52,72.14,0.38
2016-04-29 19:05:52,33,7.83,42,-5.3,69,11.6,1088.58,906.62,1031.2,33.44,36.81,16.56,98.41,0.55
2015-09-05 20:56:02,17,9.31,281,28.4,68,25.93,44.2,-7.8,739.6,16.88,19.89,25.4,165.22,0.83
2017-05-31 21:30:36,96,10.72,276,-4.1,68,34.22,1053.32,243.6,1143.8,-3.9,-7.68,8.15,23.37,0.1
2010-05-28 15:42:03,37,10.2,282,24.0,56,22.19,1303.71,110.3,923.9,-7.11,11.6,18.1,58.23,0.72
2008-07-27 10:10:45,34,2.4,313,13.9,66,34.52,1659.66,697.63,746.0,19.9,10.24,32.68,109.93,0.96
2015-09-25 10:58:06,88,13.6,142,16.5,64,24.52,1885.34,144.15,1197.5,-6.62,0.92,36.95,155.13,0.87
2017-03-18 10:49:48,30,7.9,152,23.7,63,24.23,1796.6,775.32,913.8,28.8,0.14,39.21,45.49,0.94
2013-11-21 15:01:24,9,1.59,44,22.6,70,16.18,866.71,942.5,990.7,38.28,7.6,8.25,81.63,0.46
2017-09-17 20:19:29,7,6.21,113,39.4,62,13.79,1366.4,160.74,757.0,6.28,38.21,39.83,106.6,0.77
2014-05-30 21:48:59,51,1.8,234,-5.5,70,43.43,922.81,270.72,841.4,-8.83,11.34,28.76,81.8,0.62
2017-08-12 23:49:11,77,13.19,275,11.7,65,38.21,1717.53,342.0,1159.6,-5.92,16.98,29.92,50.29,0.92
2015-06-28 23:35:50,3,0.88,310,-6.9,62,47.44,1308.57,988.68,1064.5,17.33,24.61,33.66,5.97,0.29
2008-03-04 11:26:46,75,16.77,98,24.2,68,29.21,1979.95,358.2,731.1,37.66,24.53,28.37,123.7,0.94
2010-07-19 11:20:39,79,0.23,259,39.8,59,45.43,1935.44,857.48,836.2,8.61,22.4,0.15,188.2,0.28
2009-10-02 19:04:02,65,15.58,286,-6.7,57,43.96,166.82,33.1,798.7,13.21,22.61,25.2,63.89,0.58
2012-03-17 19:04:09,66,16.25,186,11.8,60,23.73,919.59,832.5,981.4,34.23,-3.5,12.98,115.13,0.76
2014-09-05 10:30:29,13,3.82,274,15.5,60,8.32,1024.8,260.59,1098.5,2.51,31.73,34.82,35.9,0.71
2015-05-24 17:40:58,100,11.39,83,-6.5,68,31.93,1623.73,892.53,1187.1,27.32,-2.3,33.96,29.55,0.56
2008-10-16 16:34:24,35,11.13,48,36.4,61,17.5,5.78,296.92,998.4,-5.0,20.21,17.65,155.89,0.36
2015-12-16 08:19:33,29,13.14,163,23.8,58,3.49,1960.86,11.99,1054.8,2.78,33.71,14.61,16.56,0.49
2009-02-12 04:26:06,15,2.49,356,11.7,56,26.1,627.1,-72.76,754.0,10.68,37.41,33.44,175.34,0.35
2016-05-02 05:23:30,25,5.96,146,39.8,63,22.35,1090.84,130.1,843.1,15.55,29.61,34.55,66.18,0.9
2009-09-09 13:49:41,49,7.74,105,19.2,56,12.58,234.76,360.29,1091.2,9.79,35.43,34.24,164.13,0.86
2014-11-29 08:34:35,37,0.72,247,-6.0,65,13.71,191.6,997.79,1121.6,-8.99,10.67,28.42,18.14,0.92
2013-05-14 04:38:39,62,17.3,139,-5.8,64,4.97,1309.79,836.84,720.2,7.51,2.2,18.79,40.88,0.41
2013-08-23 07:25:51,28,13.92,267,20.1,57,47.22,1422.31,834.73,1139.0,22.76,10.17,20.2,103.88,0.5
2015-02-08 20:38:15,47,17.1,186,20.4,64,9.1,507.45,206.58,1046.8,5.77,13.66,6.89,78.3,0.17
2008-09-20 05:09:29,38,13.21,335,24.1,68,7.44,1287.88,92.97,1136.3,4.37,24.55,7.19,194.82,0.12
2013-02-24 14:24:53,4,13.61,187,-5.6,61,33.6,62.24,789.0,1170.7,-1.56,4.99,35.41,193.6,0.59
2009-12-24 04:44:13,18,13.16,26,19.8,59,44.71,1538.7,304.69,741.3,34.92,11.23,26.93,23.73,0.27
2015-05-10 04:47:24,50,14.32,110,35.8,70,3.96,49.58,735.57,1099.0,19.32,25.6,4.7,160.61,0.8
2011-04-23 17:57:58,50,13.98,199,-6.7,69,27.23,108.2,-29.75,912.1,22.73,-8.33,38.65,128.86,0.35
2016-01-26 16:32:19,30,15.71,242,-6.4,61,4.21,1271.49,765.44,953.1,29.23,2.28,18.73,32.72,0.72
2008-04-16 22:50:10,5,18.62,274,14.6,58,14.21,1482.36,266.17,1137.0,12.76,32.1,14.9,60.42,0.4
2013-09-09 16:47:13,63,17.72,179,22.6,62,1.8,786.54,742.91,872.4,23.94,37.32,38.42,3.52,0.2
2012-07-08 18:29:47,90,14.8,322,15.5,63,4.86,1827.31,236.71,1105.3,34.8,-7.58,26.72,83.28,0.76
2010-02-21 00:26:43,22,17.0,52,22.1,60,2.42,385.49,366.15,1154.6,29.14,32.37,32.98,23.69,0.55
2016-01-25 21:31:08,38,13.8,197,-6.9,69,33.34,1649.93,743.71,805.8,19.73,27.61,7.67,153.96,0.17
2013-08-10 01:42:12,90,6.65,339,20.9,57,44.69,556.47,856.53,1073.0,39.45,2.68,8.62,127.75,0.3
2009-03-08 20:21:54,51,14.25,221,39.0,57,24.47,591.95,52.3,750.1,5.98,-6.96,17.67,111.9,0.93
2008-12-12 22:47:37,10,10.99,46,23.2,56,4.3,518.83,713.43,747.2,31.7,-4.2,14.48,60.4,0.25
2008-05-05 14:42:27,30,1.54,301,23.2,64,45.89,1330.18,479.1,880.4,27.71,25.97,32.68,65.38,0.45
2015-03-08 09:01:48,94,14.2,271,18.9,60,42.69,852.16,436.73,1042.9,19.59,3.1,9.88,7.45,0.88
2013-07-15 03:21:52,94,1.35,249,18.7,70,3.33,1464.7,570.27,1078.0,0.13,-1.83,2.24,15.93,0.95
2017-04-22 23:10:41,3,14.87,132,-5.1,64,24.18,645.83,-78.41,849.4,0.54,9.76,33.56,104.18,0.79
2014-02-21 13:36:03,93,16.7,245,19.9,61,10.79,1043.85,274.0,887.2,4.58,10.14,20.1,168.55,0.4
2010-12-12 21:23:09,97,18.57,102,31.4,60,28.58,1468.65,232.59,1061.1,19.92,21.38,37.91,98.26,0.73
2016-11-29 18:54:56,9,3.58,49,25.0,66,3.85,1144.22,247.46,1041.5,38.93,14.89,27.82,168.76,0.24
2016-03-31 05:58:32,30,12.91,100,-6.3,64,26.94,170.43,146.42,1041.0,-4.59,37.21,27.8,118.77,0.43
2011-06-29 11:49:36,17,13.16,238,-5.8,57,12.75,653.3,911.9,1141.9,-4.37,39.37,0.82,82.92,0.58
2011-11-23 16:50:39,54,3.46,91,27.1,60,10.41,1736.2,561.61,776.3,25.76,15.3,36.65,167.32,0.51
2012-10-03 19:44:54,49,13.99,242,-2.8,68,21.63,1254.21,153.94,1194.5,23.75,11.9,26.18,140.92,0.84
2008-12-20 22:30:28,83,6.86,263,35.1,62,17.7,2.82,-87.16,1004.6,-2.53,26.22,1.22,188.23,0.69
2014-01-22 15:02:03,75,19.89,57,-3.9,60,8.5,796.32,548.98,1018.3,0.5,37.6,13.21,122.72,0.4
2014-08-02 03:03:49,2,17.41,219,24.0,65,30.29,379.81,716.42,738.8,33.21,10.51,25.97,198.2,0.64
2014-05-29 15:55:20,3,12.99,53,-2.9,64,40.37,1597.47,576.15,1102.4,10.2,-8.83,8.37,195.36,0.47
2008-08-19 03:04:49,73,5.58,329,14.9,67,46.66,1307.83,905.58,773.7,28.84,-3.19,5.1,104.88,0.62
2009-02-15 06:29:03,66,17.17,250,27.1,64,16.78,1328.69,892.14,807.6,11.34,36.74,35.45,72.8,0.48
2016-07-29 15:31:32,94,3.47,2,30.9,57,38.83,429.7,-97.41,973.7,-7.52,32.91,18.82,148.85,0.47
2014-01-04 00:36:09,27,17.72,114,-1.8,68,30.67,1854.85,760.55,1019.0,2.43,-7.88,39.83,198.23,0.88
2009-05-25 14:20:43,73,7.42,246,-6.3,63,31.29,412.43,881.19,857.0,-5.58,38.53,18.13,5.27,0.48
2010-12-07 16:25:27,96,12.49,72,21.8,67,34.82,682.19,477.7,729.0,-4.93,9.73,11.81,38.39,0.49
2017-07-04 00:39:51,25,19.4,323,-3.4,58,15.66,2.58,619.35,875.5,32.75,19.11,8.95,65.48,0.36
2017-02-02 13:08:16,19,11.73,71,-4.6,67,31.46,1495.74,589.74,1103.6,25.57,22.94,18.94,22.8,0.9
2017-02-21 06:51:56,20,18.4,20,32.3,70,18.66,1193.8,912.42,715.7,-7.62,38.22,13.45,152.8,0.15
2009-04-11 17:04:28,66,5.46,102,15.6,58,45.64,1535.13,-57.86,821.1,-7.65,35.7,36.19,194.83,0.79
2016-08-13 04:10:01,69,1.43,75,32.6,69,26.77,669.19,783.35,784.9,17.57,-6.28,5.6,51.69,0.39
2009-11-17 12:09:35,81,9.18,37,-3.6,63,46.37,1408.93,604.73,880.2,5.3,8.9,0.58,61.42,0.99
2010-01-06 08:53:56,13,12.45,118,23.1,70,34.62,867.93,288.84,1087.3,27.99,-6.79,3.8,155.2,0.97
2012-11-26 03:29:26,28,5.96,44,-1.4,57,46.87,1597.13,889.48,1125.5,-3.43,19.26,39.33,90.16,0.67
2015-05-16 11:56:57,53,16.61,324,15.5,62,8.89,777.4,859.27,742.3,-3.87,-1.75,13.43,186.94,0.6
2014-09-30 10:11:05,80,18.83,102,-6.5,66,35.38,387.7,965.12,960.5,15.42,33.55,10.9,20.77,0.23
2012-03-21 03:45:16,51,14.62,50,19.2,69,28.57,1843.3,459.9,931.8,10.63,0.27,3.15,52.15,0.3
2015-10-21 03:30:41,41,2.88,2,19.7,67,41.3,1007.76,247.5,858.0,34.68,18.11,6.2,193.64,0.91
2014-03-14 17:51:44,59,2.97,137,36.9,63,12.23,1143.3,343.9,826.4,32.99,36.61,2.6,137.11,0.51
2014-04-23 21:50:38,13,10.58,93,-2.8,58,26.49,1340.6,937.92,1148.7,6.92,11.88,9.12,180.8,0.21
2008-01-11 13:12:44,93,14.24,318,-3.4,57,23.41,0.14,798.45,875.7,-8.43,-2.4,30.1,57.16,0.57
2011-12-29 20:13:14,41,17.28,34,15.6,62,18.16,128.23,617.97,1094.6,-7.37,27.6,39.68,198.71,0.67
2009-11-15 02:38:55,88,2.2,180,-6.9,70,16.7,500.42,161.85,943.0,15.84,23.6,30.6,51.33,0.34
2010-04-08 20:12:36,64,12.57,211,-1.2,70,18.32,930.44,-20.7,1093.8,12.76,3.96,21.1,100.95,0.8
2014-02-17 22:19:48,7,15.94,96,23.7,64,7.46,552.54,64.16,1032.9,22.86,10.28,28.51,92.11,0.85
2016-04-30 02:11:31,46,18.73,116,11.5,58,12.15,1547.99,45.92,1012.3,-4.2,16.7,33.59,177.25,0.62
2016-03-26 11:42:20,64,15.16,177,18.4,67,5.6,1642.5,218.2,965.9,18.3,-4.33,15.54,47.55,0.81
2015-01-13 07:46:52,87,15.77,314,17.3,62,43.32,283.89,607.73,1082.6,21.88,-8.32,15.86,53.6,0.66
2011-08-22 22:12:45,75,1.22,220,34.6,70,23.6,1376.62,909.72,948.8,32.6,32.5,37.45,18.31,0.82
2010-04-30 05:05:45,34,8.49,327,-1.2,68,12.6,246.82,209.79,942.1,-6.3,37.18,3.19,11.74,0.56
2012-07-12 11:23:43,60,3.97,356,-6.9,61,19.76,766.5,187.23,793.5,2.43,-2.95,29.55,185.42,0.86
2010-05-03 09:45:48,53,15.21,358,-1.4,67,33.49,1829.24,-43.63,893.1,4.58,-2.86,6.94,149.19,0.7
2008-03-18 00:52:52,48,11.24,300,21.7,68,19.38,589.41,483.9,1123.3,12.26,7.15,27.5,180.29,0.15
2009-02-15 01:47:51,29,3.1,135,-4.1,60,22.23,1006.6,141.14,1067.4,29.36,38.3,28.86,118.52,0.51
2015-02-16 11:48:58,85,8.59,76,17.2,57,21.25,526.29,550.87,1036.9,20.83,15.87,1.88,76.66,0.58
2017-05-16 00:10:10,9,14.79,226,30.1,57,23.76,1186.96,-43.6,778.3,38.27,29.39,24.68,187.94,0.48
2014-03-14 21:33:15,20,14.8,320,24.7,61,28.8,1359.42,433.2,850.5,33.34,27.64,30.57,81.18,0.6
2017-09-07 23:36:18,26,6.94,270,23.0,57,34.14,1734.82,394.68,894.4,-8.9,11.64,26.76,103.63,0.7
2013-01-26 13:21:27,49,16.9,338,-4.3,70,3.5,1072.62,486.2,943.3,36.73,13.46,2.81,25.97,0.8
2009-09-20 18:13:00,86,13.12,326,36.8,56,37.76,1774.69,-64.64,793.8,9.14,32.89,30.94,124.2,0.9
2016-11-17 10:45:19,68,16.54,248,38.8,69,32.45,131.13,859.16,806.7,32.9,6.9,25.42,196.74,0.76
2016-07-25 05:21:35,30,8.28,357,30.9,62,36.94,172.42,193.35,1151.1,-5.35,20.4,29.44,46.32,0.15
2008-06-12 21:32:13,44,14.61,327,23.0,67,12.19,1740.49,-76.58,911.5,36.85,14.9,14.94,121.22,0.84
2016-08-20 00:43:39,80,6.21,285,-4.3,63,6.65,816.45,597.3,708.9,2.4,28.81,36.1,137.43,0.75
2011-08-31 16:55:06,40,13.83,223,22.8,61,38.62,1026.32,48.68,1177.1,-4.16,33.34,29.5,97.97,0.0
2012-06-02 11:34:59,60,5.78,330,15.7,67,16.76,1644.33,398.63,720.6,-1.53,11.4,25.0,70.37,0.71
2016-11-13 23:04:43,24,10.13,97,18.9,67,19.88,791.52,880.84,905.6,-4.43,16.55,31.68,177.49,0.53
2013-04-27 21:39:28,57,7.65,205,12.7,69,27.96,1715.73,825.77,856.1,-1.28,25.1,24.23,134.88,0.42
2014-03-28 16:06:38,52,13.42,54,-1.2,63,27.17,49.76,12.92,841.6,19.8,22.21,10.38,63.29,0.64
2012-03-12 07:55:00,66,18.42,216,23.3,65,1.11,1718.16,433.4,756.4,-8.99,34.11,36.67,152.14,0.34
2007-11-11 07:29:31,55,12.5,65,-3.4,68,36.74,591.32,983.95,1039.6,-9.31,9.21,26.29,175.77,0.19
2009-03-06 12:58:46,65,4.74,117,-2.4,68,2.97,1520.42,502.22,799.3,9.17,26.33,1.52,180.95,0.71
2009-03-09 06:19:45,26,16.38,215,23.0,59,10.69,1224.4,576.67,977.6,39.65,29.46,4.23,95.31,0.11
2015-01-07 03:35:44,51,6.42,6,22.4,70,27.64,558.65,656.57,713.4,-9.78,29.52,35.38,83.53,0.27
2011-08-31 05:23:07,53,2.89,207,30.6,69,7.13,1181.58,-52.34,1139.5,27.55,33.5,32.24,48.88,0.67
2016-10-11 12:09:06,20,2.39,145,10.6,68,33.94,1579.88,600.54,770.9,5.58,34.65,28.6,15.9,0.56
2012-03-08 23:11:59,17,13.69,274,38.8,59,40.8,784.31,908.42,840.0,21.4,-7.14,20.18,103.0,0.32
2014-01-21 13:41:01,12,19.32,216,35.3,62,23.84,1340.94,-39.11,1136.0,31.23,29.6,15.24,2.1,0.39
2009-01-18 12:24:34,27,16.66,94,10.8,65,9.15,1553.39,398.97,1175.3,-3.0,23.4,10.51,88.61,0.83
2013-12-27 11:02:17,17,11.59,126,29.4,56,18.57,1655.43,32.91,912.2,18.12,7.8,28.74,57.42,0.36
2010-11-15 23:10:43,72,8.46,72,16.6,62,36.44,1352.97,-41.31,1023.6,13.11,34.16,37.66,195.45,0.39
2013-06-20 13:58:42,25,0.51,70,-5.3,63,29.94,1823.16,736.54,1056.2,15.9,-1.7,37.56,126.21,0.16
2014-10-30 20:05:29,23,6.8,133,-7.0,56,3.84,1623.47,762.96,732.0,-2.35,4.4,35.6,87.5,0.24
2016-10-17 04:12:01,14,6.88,210,15.0,59,8.78,714.79,694.48,905.9,20.8,34.17,31.39,159.15,0.51
2013-09-28 18:21:30,93,12.65,120,20.0,56,12.1,452.24,930.83,1143.0,34.68,-6.23,25.5,164.68,0.0
2014-05-07 13:14:09,20,14.13,178,-4.1,63,12.98,981.87,153.77,1049.9,11.4,8.53,6.51,35.48,0.92
2016-09-01 12:26:21,20,4.32,146,23.6,69,28.44,1816.47,439.67,786.4,25.11,13.15,7.75,32.71,0.23
2016-11-25 10:31:31,25,9.32,87,-5.2,57,10.83,783.33,-79.2,1108.8,-3.96,16.31,14.82,5.44,0.99
2011-01-19 23:54:03,4,18.18,82,-5.3,58,5.51,166.0,735.63,1070.2,32.41,-7.17,9.67,51.22,0.13
2017-05-19 14:39:41,26,12.52,82,-5.2,61,2.6,1682.12,956.8,1033.0,8.12,20.97,35.46,50.76,0.17
2015-12-18 11:15:18,40,17.88,340,-2.3,67,41.21,1165.69,599.38,885.5,-9.8,36.5,32.88,104.25,0.14
2011-08-11 17:36:05,58,9.13,263,-1.0,63,2.3,1987.42,670.27,798.9,11.5,10.4,24.81,83.81,0.19
2011-10-20 16:12:10,35,5.23,62,23.7,59,27.73,520.53,103.35,956.7,37.35,-9.62,11.68,179.91,0.49
2013-09-06 07:37:21,40,1.6,121,15.2,57,49.83,201.91,449.71,810.7,31.6,8.68,36.3,116.49,0.93
2016-12-23 00:13:36,94,11.87,273,-4.9,70,21.9,746.69,-87.5,761.3,31.68,20.93,26.0,1.27,0.65
2015-07-23 15:32:05,98,8.4,37,14.6,64,16.88,638.72,828.73,889.0,1.66,12.23,10.77,64.84,0.65
2013-06-01 00:57:04,79,2.46,15,-4.6,65,39.55,914.1,935.63,989.9,28.93,23.53,17.0,91.66,0.49
2011-04-17 08:25:13,68,13.47,203,37.1,63,18.94,1983.26,652.96,735.6,-8.15,11.95,27.5,161.93,0.4
2009-11-21 12:06:19,77,4.8,280,18.0,60,8.25,1635.2,475.53,978.1,4.37,37.45,32.55,181.6,0.79
2016-03-17 22:24:41,59,1.3,4,30.7,56,38.85,631.52,589.44,983.3,21.1,17.65,2.96,183.54,0.76
2012-01-29 16:28:45,9,6.57,317,-1.3,62,30.37,348.74,318.8,701.2,9.76,5.8,19.73,106.29,0.69
2017-06-25 07:25:04,51,19.2,76,22.3,60,44.1,1386.4,770.83,937.1,26.36,29.6,12.38,16.94,0.72
2016-01-28 22:44:50,29,3.36,120,35.6,60,40.31,1214.29,604.55,969.0,11.37,28.75,13.53,30.12,0.21
2012-09-20 16:16:41,29,2.4,157,16.8,59,36.88,72.22,250.19,1181.1,15.92,1.75,10.78,110.7,0.48
2008-11-30 12:49:21,83,7.56,2,-2.7,70,20.9,905.6,920.14,766.9,39.52,36.34,14.1,161.14,0.4
2015-01-29 04:59:11,67,2.18,198,16.3,67,4.11,1948.34,396.12,1149.1,13.17,7.81,11.57,150.53,0.5
2013-09-19 13:07:18,19,13.74,211,-2.1,57,33.36,1336.51,-66.43,987.8,20.17,2.35,37.21,101.15,0.48
2009-05-19 16:41:32,14,16.45,103,-2.9,63,24.48,1769.76,147.95,798.3,2.6,8.4,32.3,141.9,0.83
2010-05-04 00:31:46,63,18.9,98,23.7,57,42.88,1893.43,810.14,1072.8,24.98,14.87,37.65,59.14,0.69
2013-03-27 08:36:40,26,17.43,188,18.8,59,17.28,20.11,673.0,1156.9,-8.13,23.3,38.26,180.38,0.99
2015-04-04 16:19:31,38,19.92,6,18.5,59,30.15,110.41,306.82,827.0,14.41,11.23,9.26,16.92,0.15
2016-04-20 22:45:04,49,9.13,38,25.3,64,36.92,951.81,-55.3,738.8,31.27,22.11,10.21,103.27,0.5
2009-08-03 07:04:23,11,7.92,174,11.4,68,26.72,166.45,904.64,922.3,25.69,-2.3,38.52,11.92,0.47
2017-04-15 15:29:29,33,15.1,92,27.2,67,9.58,345.24,151.21,1043.6,37.14,22.25,35.9,86.54,0.69
2011-04-28 18:37:31,41,3.78,96,26.6,57,18.5,1439.4,372.5,710.1,0.41,19.68,13.25,96.1,0.9
